Date,Time,Exchange,Symbol,Side,Quantity,Price,Stop Loss,Take Profit,RR,Total USD,Fee,Order ID,Mode,Strategy
2026-05-21,22:59:21,BitGet,ETHUSDT,short,0.002347,2130.65,2155.77,2092.97,1.5,5.00,0,PAPER-1779404361444,paper,VWAP Scalper v1.3
2026-05-22,00:09:25,BitGet,XRPUSDT,short,3.646175,1.37,1.3878,1.3465,1.5,5.00,0,PAPER-1779408565274,paper,VWAP Scalper v1.3
2026-05-26,00:01:14,BitGet,BTCUSDT,long,0.000065,77294.30,76642.4714,78272.0429,1.5,5.02,0,PAPER-1779753674257,paper,VWAP Scalper v1.3
2026-05-26,00:01:14,BitGet,ETHUSDT,long,0.002366,2112.98,2086.9286,2152.0571,1.5,5.00,0,PAPER-1779753674445,paper,VWAP Scalper v1.3
2026-05-26,00:01:15,BitGet,VIRTUALUSDT,long,6.43915,0.78,0.7561,0.8071,1.5,5.00,0,PAPER-1779753675354,paper,VWAP Scalper v1.3
2026-05-26,00:01:15,BitGet,APTUSDT,long,5.16209,0.97,0.951,0.995,1.5,5.00,0,PAPER-1779753675538,paper,VWAP Scalper v1.3
2026-05-27,03:34:05,BitGet,APTUSDT,long,5.129257,0.97,0.9536,1.0067,1.5,5.00,0,PAPER-1779852845683,paper,VWAP Scalper v1.3
2026-05-29,02:57:07,BitGet,VIRTUALUSDT,short,6.957006,0.72,0.7522,0.6684,1.5,5.00,0,PAPER-1780023427088,paper,VWAP Scalper v1.3
2026-05-29,02:57:07,BitGet,APTUSDT,short,5.359057,0.93,0.9635,0.8872,1.5,5.00,0,PAPER-1780023427255,paper,VWAP Scalper v1.3
2026-05-29,02:57:07,BitGet,ONDOUSDT,short,13.598042,0.37,0.3807,0.3482,1.5,5.00,0,PAPER-1780023427438,paper,VWAP Scalper v1.3
2026-05-29,02:57:07,BitGet,JUPUSDT,short,28.473804,0.18,0.1816,0.1666,1.5,5.00,0,PAPER-1780023427609,paper,VWAP Scalper v1.3
2026-05-29,06:01:50,BitGet,VIRTUALUSDT,short,6.971556,0.72,0.7501,0.6678,1.5,5.00,0,PAPER-1780034510721,paper,VWAP Scalper v1.3
2026-05-29,10:38:57,BitGet,VIRTUALUSDT,short,6.952169,0.72,0.7515,0.6707,1.5,5.00,0,PAPER-1780051137122,paper,VWAP Scalper v1.3
2026-05-30,02:34:01,BitGet,ETHUSDT,long,0.002476,2019.40,1987.2279,2067.6582,1.5,5.00,0,PAPER-1780108441870,paper,VWAP Scalper v1.3
2026-05-31,13:23:30,BitGet,APTUSDT,long,5.299979,0.94,0.9208,0.9774,1.5,5.00,0,PAPER-1780233810856,paper,VWAP Scalper v1.3
2026-06-02,14:05:45,BitGet,HYPEUSDT,long,0.06843,73.07,70.1643,77.4211,1.5,5.00,0,PAPER-1780409145162,paper,VWAP Scalper v1.3
2026-06-03,14:43:15,BitGet,SOLUSDT,short,0.067413,74.17,76.2946,70.983,1.5,5.00,0,PAPER-1780497795595,paper,VWAP Scalper v1.3
2026-06-03,20:16:29,BitGet,ALTUSDT,long,738.989063,0.01,0.0065,0.0071,1.26,5.00,0,PAPER-1780517789284,paper,VWAP Scalper v1.3
2026-06-03,23:28:36,BitGet,VIRTUALUSDT,long,6.836205,0.73,0.6879,0.7967,1.5,5.00,0,PAPER-1780529316924,paper,VWAP Scalper v1.3
2026-06-04,03:44:47,BitGet,ONDOUSDT,long,12.130034,0.41,0.3885,0.4477,1.5,5.00,0,PAPER-1780544687862,paper,VWAP Scalper v1.3
2026-06-04,16:18:49,BitGet,VIRTUALUSDT,short,7.494005,0.67,0.7125,0.5993,1.5,5.00,0,PAPER-1780589929028,paper,VWAP Scalper v1.3
2026-06-04,16:18:49,BitGet,JUPUSDT,short,27.412281,0.18,0.194,0.1649,1.51,5.00,0,PAPER-1780589929449,paper,VWAP Scalper v1.3
2026-06-04,21:10:33,BitGet,ONDOUSDT,short,13.196094,0.38,0.405,0.3397,1.5,5.00,0,PAPER-1780607433644,paper,VWAP Scalper v1.3
2026-06-04,21:45:15,BitGet,ETHUSDT,short,0.002827,1768.37,1823.5964,1685.5304,1.5,5.00,0,PAPER-1780609515088,paper,VWAP Scalper v1.3
2026-06-04,23:04:34,BitGet,XRPUSDT,short,4.270219,1.17,1.2058,1.1185,1.5,5.00,0,PAPER-1780614274744,paper,VWAP Scalper v1.3
2026-06-04,23:04:35,BitGet,JUPUSDT,short,27.412281,0.18,0.194,0.1651,1.49,5.00,0,PAPER-1780614275868,paper,VWAP Scalper v1.3
2026-06-06,02:35:51,BitGet,BTCUSDT,short,0.000082,60917.30,62742.3929,58179.6607,1.5,5.00,0,PAPER-1780713351905,paper,VWAP Scalper v1.3
2026-06-06,02:35:52,BitGet,LINKUSDT,short,0.68018,7.35,7.6664,6.878,1.5,5.00,0,PAPER-1780713352600,paper,VWAP Scalper v1.3
2026-06-06,02:35:52,BitGet,HYPEUSDT,short,0.083745,59.70,63.7949,53.5701,1.5,5.00,0,PAPER-1780713352774,paper,VWAP Scalper v1.3
2026-06-07,17:08:50,BitGet,HYPEUSDT,long,0.084833,58.94,56.207,63.037,1.5,5.00,0,PAPER-1780852130710,paper,VWAP Scalper v1.3
2026-06-07,17:08:51,BitGet,APTUSDT,long,7.423905,0.67,0.6464,0.7141,1.5,5.00,0,PAPER-1780852131057,paper,VWAP Scalper v1.3
2026-06-07,21:05:02,BitGet,LINKUSDT,long,0.652742,7.66,7.4343,7.9986,1.5,5.00,0,PAPER-1780866302927,paper,VWAP Scalper v1.3
2026-06-08,23:09:24,BitGet,APTUSDT,long,7.386615,0.68,0.657,0.7068,1.5,5.00,0,PAPER-1780960164989,paper,VWAP Scalper v1.3
2026-06-09,09:30:11,BitGet,HYPEUSDT,long,0.080299,62.27,59.8381,65.9104,1.5,5.00,0,PAPER-1780997411852,paper,VWAP Scalper v1.3
2026-06-10,03:29:48,BitGet,APTUSDT,short,7.548309,0.66,0.6844,0.6294,1.5,5.00,0,PAPER-1781062188061,paper,VWAP Scalper v1.3
2026-06-11,11:17:43,BitGet,APTUSDT,short,7.897647,0.63,0.6535,0.6025,1.5,5.00,0,PAPER-1781176663351,paper,VWAP Scalper v1.3
2026-06-12,21:11:54,BitGet,BTCUSDT,long,0.000079,63571.00,62731.6071,64830.0893,1.5,5.02,0,PAPER-1781298714728,paper,VWAP Scalper v1.3
2026-06-12,21:11:55,BitGet,VIRTUALUSDT,long,8.185986,0.61,0.5921,0.6388,1.5,5.00,0,PAPER-1781298715777,paper,VWAP Scalper v1.3
2026-06-12,21:52:27,BitGet,VIRTUALUSDT,long,8.195378,0.61,0.5914,0.6381,1.5,5.00,0,PAPER-1781301147387,paper,VWAP Scalper v1.3
2026-06-13,17:16:31,BitGet,JUPUSDT,long,29.086678,0.17,0.1668,0.1796,1.51,5.00,0,PAPER-1781370991269,paper,VWAP Scalper v1.3
2026-06-14,21:04:58,BitGet,SPCXUSDT,long,0.029965,166.86,163.2686,172.2471,1.5,5.00,0,PAPER-1781471098846,paper,VWAP Scalper v1.3
2026-06-15,20:22:41,BitGet,HYPEUSDT,long,0.074441,67.17,65.4278,69.7758,1.5,5.00,0,PAPER-1781554961198,paper,VWAP Scalper v1.3
2026-06-16,03:51:09,BitGet,BTCUSDT,long,0.000076,66108.70,65370.2357,67216.3964,1.5,5.02,0,PAPER-1781581869495,paper,VWAP Scalper v1.3
2026-06-16,03:51:09,BitGet,SOLUSDT,long,0.067882,73.66,72.1481,75.9203,1.5,5.00,0,PAPER-1781581869820,paper,VWAP Scalper v1.3
2026-06-16,03:51:10,BitGet,ONDOUSDT,long,13.394053,0.37,0.3615,0.3909,1.49,5.00,0,PAPER-1781581870814,paper,VWAP Scalper v1.3
2026-06-16,03:51:10,BitGet,JUPUSDT,long,25.947068,0.19,0.1864,0.2021,1.49,5.00,0,PAPER-1781581870984,paper,VWAP Scalper v1.3
2026-06-16,07:11:40,BitGet,SOLUSDT,long,0.067266,74.33,72.8392,76.5712,1.5,5.00,0,PAPER-1781593900253,paper,VWAP Scalper v1.3
2026-06-16,07:11:40,BitGet,XRPUSDT,long,4.0476,1.24,1.2093,1.2743,1.5,5.00,0,PAPER-1781593900381,paper,VWAP Scalper v1.3
2026-06-16,07:11:40,BitGet,LINKUSDT,long,0.605107,8.26,8.0983,8.5101,1.5,5.00,0,PAPER-1781593900518,paper,VWAP Scalper v1.3
2026-06-16,22:18:12,BitGet,HYPEUSDT,long,0.067836,73.71,70.9701,77.8124,1.5,5.00,0,PAPER-1781648292302,paper,VWAP Scalper v1.3
2026-06-16,23:19:04,BitGet,HYPEUSDT,long,0.068018,73.51,70.7731,77.6154,1.5,5.00,0,PAPER-1781651944390,paper,VWAP Scalper v1.3
2026-06-17,03:53:23,BitGet,XRPUSDT,short,4.111842,1.22,1.2469,1.1697,1.5,5.00,0,PAPER-1781668403192,paper,VWAP Scalper v1.3
2026-06-22,20:07:24,BitGet,CRVUSDT,long,23.78687,0.21,0.2064,0.2159,1.5,5.00,0,PAPER-1782158844283,paper,VWAP Scalper v1.3
2026-06-24,02:57:36,BitGet,ETHUSDT,short,0.003004,1664.46,1694.7607,1619.0089,1.5,5.00,0,PAPER-1782269856541,paper,VWAP Scalper v1.3
2026-06-24,02:57:36,BitGet,SOLUSDT,short,0.071948,69.50,70.9886,67.2546,1.5,5.00,0,PAPER-1782269856675,paper,VWAP Scalper v1.3
2026-06-24,02:57:36,BitGet,XRPUSDT,short,4.52284,1.11,1.1226,1.0799,1.5,5.00,0,PAPER-1782269856802,paper,VWAP Scalper v1.3
2026-06-24,02:57:37,BitGet,VIRTUALUSDT,short,8.721437,0.57,0.5871,0.5527,1.49,5.00,0,PAPER-1782269857196,paper,VWAP Scalper v1.3
2026-06-24,02:57:37,BitGet,APTUSDT,short,7.763975,0.64,0.6624,0.6164,1.5,5.00,0,PAPER-1782269857323,paper,VWAP Scalper v1.3
2026-06-24,02:57:37,BitGet,JUPUSDT,short,24.437928,0.20,0.2113,0.1945,1.51,5.00,0,PAPER-1782269857585,paper,VWAP Scalper v1.3
2026-06-25,02:56:45,BitGet,XRPUSDT,short,4.671151,1.07,1.0887,1.0429,1.5,5.00,0,PAPER-1782356205606,paper,VWAP Scalper v1.3
2026-06-25,21:10:43,BitGet,JUPUSDT,long,22.351363,0.22,0.2128,0.2401,1.5,5.00,0,PAPER-1782421843016,paper,VWAP Scalper v1.3
2026-06-27,02:36:52,BitGet,HYPEUSDT,long,0.078034,64.08,61.3531,68.1578,1.5,5.00,0,PAPER-1782527812899,paper,VWAP Scalper v1.3
2026-06-27,06:48:42,BitGet,SOLUSDT,long,0.069232,72.22,69.8846,75.7256,1.5,5.00,0,PAPER-1782542922157,paper,VWAP Scalper v1.3
2026-06-27,13:19:40,BitGet,ONDOUSDT,long,15.673981,0.32,0.3087,0.3344,1.5,5.00,0,PAPER-1782566380137,paper,VWAP Scalper v1.3
2026-06-30,20:55:30,BitGet,VIRTUALUSDT,short,9.496676,0.53,0.5392,0.5074,1.5,5.00,0,PAPER-1782852930952,paper,VWAP Scalper v1.3
2026-06-30,21:41:32,BitGet,VIRTUALUSDT,short,9.49307,0.53,0.5396,0.5074,1.5,5.00,0,PAPER-1782855692431,paper,VWAP Scalper v1.3
2026-06-30,22:57:42,BitGet,VIRTUALUSDT,short,9.507511,0.53,0.5388,0.5066,1.5,5.00,0,PAPER-1782860262897,paper,VWAP Scalper v1.3
2026-07-02,21:13:30,BitGet,SOLUSDT,long,0.061701,81.04,79.0281,84.0478,1.5,5.00,0,PAPER-1783026810656,paper,VWAP Scalper v1.3
2026-07-02,21:13:31,BitGet,APTUSDT,long,8.214227,0.61,0.594,0.6307,1.5,5.00,0,PAPER-1783026811605,paper,VWAP Scalper v1.3
2026-07-02,22:29:22,BitGet,SOLUSDT,long,0.062054,80.58,78.5543,83.6061,1.5,5.00,0,PAPER-1783031362220,paper,VWAP Scalper v1.3
2026-07-02,22:29:23,BitGet,APTUSDT,long,8.231808,0.61,0.5927,0.6294,1.5,5.00,0,PAPER-1783031363128,paper,VWAP Scalper v1.3
2026-07-02,22:29:23,BitGet,JUPUSDT,long,20.424837,0.24,0.2351,0.2594,1.51,5.00,0,PAPER-1783031363506,paper,VWAP Scalper v1.3
2026-07-02,22:29:24,BitGet,STXUSDT,long,30.066146,0.17,0.1624,0.1721,1.49,5.00,0,PAPER-1783031364944,paper,VWAP Scalper v1.3
2026-07-02,22:59:15,BitGet,SOLUSDT,long,0.061969,80.69,78.6643,83.7161,1.5,5.00,0,PAPER-1783033155672,paper,VWAP Scalper v1.3
2026-07-02,22:59:16,BitGet,APTUSDT,long,8.204792,0.61,0.5947,0.6315,1.5,5.00,0,PAPER-1783033156657,paper,VWAP Scalper v1.3
2026-07-02,22:59:17,BitGet,JUPUSDT,long,20.391517,0.25,0.2355,0.2598,1.51,5.00,0,PAPER-1783033157018,paper,VWAP Scalper v1.3
2026-07-03,00:11:21,BitGet,APTUSDT,long,8.211529,0.61,0.5949,0.63,1.51,5.00,0,PAPER-1783037481352,paper,VWAP Scalper v1.3
2026-07-04,20:48:23,BitGet,AXSUSDT,long,4.757374,1.05,1.0315,1.0802,1.5,5.00,0,PAPER-1783198103851,paper,VWAP Scalper v1.3
2026-07-05,20:51:23,BitGet,BTCUSDT,short,0.00008,62729.00,63210.6,62006.6,1.5,5.02,0,PAPER-1783284683660,paper,VWAP Scalper v1.3
2026-07-05,20:51:24,BitGet,XRPUSDT,short,4.401021,1.14,1.1535,1.11,1.5,5.00,0,PAPER-1783284684022,paper,VWAP Scalper v1.3
2026-07-07,10:18:59,BitGet,BTCUSDT,long,0.000079,63412.50,62584.5286,64654.4571,1.5,5.01,0,PAPER-1783419539951,paper,VWAP Scalper v1.3
2026-07-07,10:19:00,BitGet,ETHUSDT,long,0.002805,1782.58,1753.8371,1825.6943,1.5,5.00,0,PAPER-1783419540127,paper,VWAP Scalper v1.3
2026-07-07,20:51:07,BitGet,APTUSDT,long,7.833307,0.64,0.6223,0.6623,1.5,5.00,0,PAPER-1783457467470,paper,VWAP Scalper v1.3
2026-07-07,21:27:28,BitGet,APTUSDT,long,7.824726,0.64,0.623,0.663,1.5,5.00,0,PAPER-1783459648765,paper,VWAP Scalper v1.3
2026-07-08,14:15:00,BitGet,XPLUSDT,short,53.590568,0.09,0.0981,0.0861,1.5,5.00,0,PAPER-1783520100406,paper,VWAP Scalper v1.3
2026-07-09,00:15:29,BitGet,BTCUSDT,short,0.00008,62185.80,63014.2,60943.2,1.5,4.97,0,PAPER-1783556129307,paper,VWAP Scalper v1.3
2026-07-09,00:15:29,BitGet,XRPUSDT,short,4.588419,1.09,1.1073,1.0633,1.5,5.00,0,PAPER-1783556129671,paper,VWAP Scalper v1.3
2026-07-09,00:15:29,BitGet,LINKUSDT,short,0.656082,7.62,7.7629,7.4081,1.5,5.00,0,PAPER-1783556129793,paper,VWAP Scalper v1.3
2026-07-09,00:15:29,BitGet,HYPEUSDT,short,0.074172,67.41,69.0985,64.8798,1.5,5.00,0,PAPER-1783556129908,paper,VWAP Scalper v1.3
2026-07-09,00:15:30,BitGet,VIRTUALUSDT,short,9.558402,0.52,0.5348,0.5056,1.5,5.00,0,PAPER-1783556130028,paper,VWAP Scalper v1.3
2026-07-09,00:15:30,BitGet,APTUSDT,short,8.126117,0.62,0.6349,0.586,1.49,5.00,0,PAPER-1783556130149,paper,VWAP Scalper v1.3
2026-07-09,00:15:30,BitGet,ONDOUSDT,short,15.873016,0.32,0.3226,0.3035,1.51,5.00,0,PAPER-1783556130267,paper,VWAP Scalper v1.3
2026-07-09,02:42:52,BitGet,XRPUSDT,short,4.605324,1.09,1.1044,1.0577,1.5,5.00,0,PAPER-1783564972951,paper,VWAP Scalper v1.3
2026-07-09,02:42:53,BitGet,LINKUSDT,short,0.657895,7.60,7.7495,7.3758,1.5,5.00,0,PAPER-1783564973201,paper,VWAP Scalper v1.3
2026-07-09,02:42:53,BitGet,APTUSDT,short,8.072328,0.62,0.6398,0.5889,1.5,5.00,0,PAPER-1783564973746,paper,VWAP Scalper v1.3
2026-07-09,20:43:58,BitGet,APTUSDT,long,7.979572,0.63,0.6094,0.6523,1.49,5.00,0,PAPER-1783629838685,paper,VWAP Scalper v1.3
2026-07-10,05:49:11,BitGet,JUPUSDT,short,23.496241,0.21,0.2201,0.2019,1.49,5.00,0,PAPER-1783662551167,paper,VWAP Scalper v1.3
2026-07-10,21:09:27,BitGet,ETHUSDT,long,0.002792,1791.09,1767.8236,1825.9896,1.5,5.00,0,PAPER-1783717767711,paper,VWAP Scalper v1.3
2026-07-10,21:09:28,BitGet,LINKUSDT,long,0.631393,7.92,7.8082,8.0852,1.5,5.00,0,PAPER-1783717768254,paper,VWAP Scalper v1.3
2026-07-10,21:09:29,BitGet,ONDOUSDT,long,15.342129,0.33,0.3198,0.335,1.49,5.00,0,PAPER-1783717769051,paper,VWAP Scalper v1.3
2026-07-10,22:55:31,BitGet,XRPUSDT,long,4.52284,1.11,1.0921,1.1255,1.49,5.00,0,PAPER-1783724131503,paper,VWAP Scalper v1.3
2026-07-10,23:54:24,BitGet,APTUSDT,long,7.947862,0.63,0.6166,0.6479,1.5,5.00,0,PAPER-1783727664546,paper,VWAP Scalper v1.3
2026-07-13,15:41:21,BitGet,APTUSDT,short,8.336112,0.60,0.6126,0.5806,1.5,5.00,0,PAPER-1783957281650,paper,VWAP Scalper v1.3
2026-07-13,23:48:24,BitGet,EIGENUSDT,long,20.807324,0.24,0.2314,0.2536,1.49,5.00,0,PAPER-1783986504624,paper,VWAP Scalper v1.3
2026-07-14,07:00:27,BitGet,ETHUSDT,short,0.002806,1781.90,1807.2043,1743.9436,1.5,5.00,0,PAPER-1784012426999,paper,VWAP Scalper v1.3
2026-07-14,17:33:19,BitGet,COAIUSDT,long,15.847861,0.32,0.3045,0.3319,1.49,5.00,0,PAPER-1784050399648,paper,VWAP Scalper v1.3
2026-07-14,17:58:43,BitGet,COAIUSDT,long,15.782828,0.32,0.3055,0.3337,1.5,5.00,0,PAPER-1784051923055,paper,VWAP Scalper v1.3
2026-07-14,22:13:24,BitGet,INJUSDT,long,1.002607,4.99,4.8656,5.1691,1.5,5.00,0,PAPER-1784067204009,paper,VWAP Scalper v1.3
2026-07-15,07:03:57,BitGet,XRPUSDT,long,4.518344,1.11,1.0904,1.131,1.51,5.00,0,PAPER-1784099037795,paper,VWAP Scalper v1.3
2026-07-16,02:22:35,BitGet,ETHUSDT,long,0.002605,1919.33,1887.9329,1966.4257,1.5,5.00,0,PAPER-1784168555262,paper,VWAP Scalper v1.3
2026-07-16,02:22:35,BitGet,XRPUSDT,long,4.493574,1.11,1.0973,1.1358,1.5,5.00,0,PAPER-1784168555628,paper,VWAP Scalper v1.3
2026-07-16,02:22:36,BitGet,APTUSDT,long,8.011537,0.62,0.6123,0.6418,1.5,5.00,0,PAPER-1784168556395,paper,VWAP Scalper v1.3
2026-07-16,04:46:49,BitGet,ETHUSDT,long,0.002606,1918.86,1888.6293,1964.2061,1.5,5.00,0,PAPER-1784177209660,paper,VWAP Scalper v1.3
2026-07-16,07:12:20,BitGet,BTCUSDT,long,0.000077,64666.60,63978.4071,65698.8893,1.5,4.98,0,PAPER-1784185940955,paper,VWAP Scalper v1.3
2026-07-16,13:56:34,BitGet,XRPUSDT,long,4.510193,1.11,1.0928,1.1323,1.5,5.00,0,PAPER-1784210194486,paper,VWAP Scalper v1.3
2026-07-17,02:25:39,BitGet,ONDOUSDT,long,13.605442,0.37,0.353,0.3893,1.5,5.00,0,PAPER-1784255139008,paper,VWAP Scalper v1.3
2026-07-17,07:07:14,BitGet,ONDOUSDT,long,13.627691,0.37,0.3516,0.3899,1.5,5.00,0,PAPER-1784272034977,paper,VWAP Scalper v1.3
2026-07-17,21:00:22,BitGet,ONDOUSDT,long,13.419216,0.37,0.3564,0.3969,1.5,5.00,0,PAPER-1784322022455,paper,VWAP Scalper v1.3
2026-07-18,01:53:15,BitGet,XRPUSDT,short,4.594744,1.09,1.1014,1.0683,1.51,5.00,0,PAPER-1784339595188,paper,VWAP Scalper v1.3
2026-07-18,20:39:56,BitGet,ONDOUSDT,short,14.2572,0.35,0.3651,0.3291,1.5,5.00,0,PAPER-1784407196379,paper,VWAP Scalper v1.3
2026-07-20,03:34:09,BitGet,VIRTUALUSDT,short,8.173941,0.61,0.6247,0.5922,1.5,5.00,0,PAPER-1784518449688,paper,VWAP Scalper v1.3
2026-07-21,19:58:40,BitGet,APTUSDT,long,8.160601,0.61,0.6013,0.6299,1.51,5.00,0,PAPER-1784663920664,paper,VWAP Scalper v1.3
2026-07-22,02:24:52,BitGet,XRPUSDT,long,4.366812,1.15,1.1296,1.1681,1.5,5.00,0,PAPER-1784687092889,paper,VWAP Scalper v1.3
2026-07-22,02:24:53,BitGet,APTUSDT,long,8.183306,0.61,0.5999,0.6277,1.5,5.00,0,PAPER-1784687093886,paper,VWAP Scalper v1.3
2026-07-25,02:04:11,BitGet,JUPUSDT,short,26.795284,0.19,0.1903,0.1811,1.49,5.00,0,PAPER-1784945051636,paper,VWAP Scalper v1.3
2026-07-25,06:11:04,BitGet,XRPUSDT,short,4.582531,1.09,1.1021,1.0746,1.5,5.00,0,PAPER-1784959864624,paper,VWAP Scalper v1.3
2026-07-25,16:50:42,BitGet,JUPUSDT,short,26.88172,0.19,0.1893,0.1811,1.48,5.00,0,PAPER-1784998242743,paper,VWAP Scalper v1.3
2026-07-26,06:31:29,BitGet,JUPUSDT,long,26.795284,0.19,0.1839,0.1906,1.48,5.00,0,PAPER-1785047489752,paper,VWAP Scalper v1.3
2026-07-26,13:05:43,BitGet,HYPEUSDT,long,0.085393,58.55,57.7429,59.7682,1.5,5.00,0,PAPER-1785071143906,paper,VWAP Scalper v1.3
2026-07-27,10:32:17,BitGet,XRPUSDT,long,4.512228,1.11,1.0999,1.1205,1.51,5.00,0,PAPER-1785148337209,paper,VWAP Scalper v1.3
